episode,reward,steps,goal,collision,epsilon,avg_loss,difficulty
1059,28.1500,52,1,0,0.07059,0.139076,hard
1060,30.5500,42,1,0,0.07042,0.080994,hard
1061,26.9000,41,1,0,0.07024,0.140786,hard
1062,32.7500,54,1,0,0.07007,0.156511,hard
1063,6.0500,309,0,1,0.06989,0.132870,hard
1064,-2.5000,47,0,1,0.06972,0.100718,hard
1065,-2.8000,96,0,1,0.06954,0.168616,hard
1066,26.6000,27,1,0,0.06937,0.092583,hard
1067,27.1500,28,1,0,0.06919,0.086783,hard
1068,1.7500,64,0,1,0.06902,0.089061,hard
1069,3.9000,93,0,1,0.06885,0.225170,hard
1070,26.0000,31,1,0,0.06868,0.121087,hard
1071,-2.4500,98,0,1,0.06850,0.166202,hard
1072,31.2500,68,1,0,0.06833,0.187856,hard
1073,28.8000,47,1,0,0.06816,0.144581,hard
1074,32.0000,63,1,0,0.06799,0.169535,hard
1075,26.7000,48,1,0,0.06782,0.105495,hard
1076,29.5000,49,1,0,0.06765,0.115326,hard
1077,47.2500,372,1,0,0.06748,0.178204,hard
1078,10.5500,287,1,0,0.06731,0.164979,hard
1079,31.6000,71,1,0,0.06715,0.109806,hard
1080,-1.3500,40,0,1,0.06698,0.175122,hard
1081,-3.2500,38,0,1,0.06681,0.205729,hard
1082,33.0500,143,1,0,0.06664,0.139687,hard
1083,28.1500,42,1,0,0.06648,0.138222,hard
1084,-1.0000,45,0,1,0.06631,0.178123,hard
1085,27.6000,31,1,0,0.06615,0.169388,hard
1086,32.4500,72,1,0,0.06598,0.194116,hard
1087,30.7500,36,1,0,0.06582,0.201818,hard
1088,29.3500,36,1,0,0.06565,0.166787,hard
1089,1.3000,152,0,1,0.06549,0.198288,hard
1090,-1.9500,86,0,1,0.06532,0.159148,hard
1091,27.3500,36,1,0,0.06516,0.151387,hard
1092,32.6500,123,1,0,0.06500,0.170254,hard
1093,52.8000,407,1,0,0.06483,0.163128,hard
1094,35.0000,133,1,0,0.06467,0.153423,hard
1095,29.9500,84,1,0,0.06451,0.153742,hard
1096,0.3500,189,0,1,0.06435,0.194855,hard
1097,28.4500,40,1,0,0.06419,0.272545,hard
1098,33.9000,359,1,0,0.06403,0.190220,hard
1099,28.5500,63,1,0,0.06387,0.169189,hard
1100,26.3500,34,1,0,0.06371,0.206781,hard
1101,25.8500,55,1,0,0.06355,0.208389,hard
1102,3.7500,68,0,1,0.06339,0.131012,hard
1103,30.5000,66,1,0,0.06323,0.181059,hard
1104,27.3500,22,1,0,0.06307,0.149678,hard
1105,36.6500,74,1,0,0.06292,0.123465,hard
1106,38.1000,251,1,0,0.06276,0.159641,hard
1107,27.9000,49,1,0,0.06260,0.247028,hard
1108,26.8000,27,1,0,0.06245,0.144039,hard
1109,28.3000,68,1,0,0.06229,0.152103,hard
1110,27.8500,271,1,0,0.06213,0.143671,hard
1111,27.9000,35,1,0,0.06198,0.087488,hard
1112,45.8000,252,1,0,0.06182,0.154955,hard
1113,32.4500,124,1,0,0.06167,0.165885,hard
1114,35.7500,134,1,0,0.06151,0.156441,hard
1115,31.6500,188,1,0,0.06136,0.160478,hard
1116,-4.8500,96,0,1,0.06121,0.132920,hard
1117,-15.3500,303,0,1,0.06105,0.143769,hard
1118,-3.1000,61,0,1,0.06090,0.129698,hard
1119,28.7500,32,1,0,0.06075,0.114613,hard
1120,-1.9500,179,0,1,0.06060,0.162308,hard
1121,-1.3000,82,0,1,0.06045,0.151438,hard
1122,-4.0500,98,0,1,0.06029,0.176538,hard
1123,29.1000,89,1,0,0.06014,0.241758,hard
1124,38.2000,202,1,0,0.05999,0.163402,hard
1125,29.0500,56,1,0,0.05984,0.186289,hard
1126,26.4000,21,1,0,0.05969,0.176602,hard
1127,30.8500,71,1,0,0.05954,0.158725,hard
1128,28.3000,50,1,0,0.05940,0.140203,hard
1129,34.3000,178,1,0,0.05925,0.200962,hard
1130,-18.1000,274,0,1,0.05910,0.181914,hard
1131,-1.1500,38,0,1,0.05895,0.164114,hard
1132,29.1500,44,1,0,0.05880,0.165900,hard
1133,35.2000,141,1,0,0.05866,0.179474,hard
1134,30.5000,55,1,0,0.05851,0.174799,hard
1135,2.0500,147,0,1,0.05836,0.177792,hard
1136,28.3000,134,1,0,0.05822,0.174439,hard
1137,27.9500,52,1,0,0.05807,0.244354,hard
1138,11.3500,539,1,0,0.05793,0.169996,hard
1139,27.7500,477,1,0,0.05778,0.142037,hard
1140,27.8000,27,1,0,0.05764,0.124070,hard
1141,27.8000,45,1,0,0.05749,0.128184,hard
1142,31.1500,48,1,0,0.05735,0.133224,hard
1143,32.9500,64,1,0,0.05721,0.132727,hard
1144,27.5000,83,1,0,0.05706,0.152062,hard
1145,28.6000,29,1,0,0.05692,0.132770,hard
1146,30.0000,43,1,0,0.05678,0.107360,hard
1147,-12.1500,600,0,0,0.05664,0.144053,hard
1148,27.2000,75,1,0,0.05650,0.148951,hard
1149,27.5500,32,1,0,0.05635,0.118766,hard
1150,28.4500,34,1,0,0.05621,0.109222,hard
1151,28.6500,40,1,0,0.05607,0.119624,hard
1152,25.6000,29,1,0,0.05593,0.104815,hard
1153,2.6500,79,0,1,0.05579,0.157725,hard
1154,28.5500,44,1,0,0.05565,0.177240,hard
1155,27.3000,27,1,0,0.05551,0.174123,hard
1156,29.2000,41,1,0,0.05538,0.147971,hard
1157,27.4000,27,1,0,0.05524,0.189584,hard
1158,29.2500,50,1,0,0.05510,0.131061,hard
1159,32.3500,99,1,0,0.05496,0.155797,hard
1160,5.1500,84,0,1,0.05482,0.137564,hard
1161,-3.0000,55,0,1,0.05469,0.133884,hard
1162,-1.2000,35,0,1,0.05455,0.205943,hard
1163,31.0500,105,1,0,0.05441,0.119292,hard
1164,36.6500,130,1,0,0.05428,0.211871,hard
1165,30.2500,38,1,0,0.05414,0.173291,hard
1166,29.1000,42,1,0,0.05401,0.299312,hard
1167,26.4500,26,1,0,0.05387,0.146275,hard
1168,30.1000,111,1,0,0.05374,0.185312,hard
1169,28.3500,60,1,0,0.05360,0.147353,hard
1170,28.9500,32,1,0,0.05347,0.149540,hard
1171,-7.0000,34,0,1,0.05333,0.103812,hard
1172,-4.4000,27,0,1,0.05320,0.099710,hard
1173,35.4500,114,1,0,0.05307,0.115884,hard
1174,-2.3500,80,0,1,0.05294,0.144109,hard
1175,31.9000,53,1,0,0.05280,0.119259,hard
1176,30.5500,32,1,0,0.05267,0.168754,hard
1177,32.1000,49,1,0,0.05254,0.166897,hard
1178,28.3000,41,1,0,0.05241,0.224882,hard
1179,-4.3000,27,0,1,0.05228,0.223908,hard
1180,29.2500,38,1,0,0.05215,0.145916,hard
1181,0.4500,44,0,1,0.05202,0.169059,hard
1182,20.9500,289,1,0,0.05189,0.168392,hard
1183,40.2000,128,1,0,0.05176,0.184754,hard
1184,0.4000,204,0,1,0.05163,0.161260,hard
1185,32.2000,43,1,0,0.05150,0.126605,hard
1186,31.4000,87,1,0,0.05137,0.126624,hard
1187,29.7000,75,1,0,0.05124,0.144351,hard
1188,-3.6500,69,0,1,0.05111,0.149753,hard
1189,1.8500,254,0,1,0.05099,0.149534,hard
1190,25.8000,23,1,0,0.05086,0.155687,hard
1191,32.4000,93,1,0,0.05073,0.147747,hard
1192,3.1000,72,0,1,0.05060,0.150809,hard
1193,28.6000,39,1,0,0.05048,0.102380,hard
1194,28.4500,38,1,0,0.05035,0.151320,hard
1195,-0.5000,73,0,1,0.05023,0.132572,hard
1196,28.5000,31,1,0,0.05010,0.108548,hard
1197,31.2500,80,1,0,0.04997,0.112336,hard
1198,27.0500,33,1,0,0.04985,0.104510,hard
1199,34.4500,98,1,0,0.04972,0.149742,hard
1200,27.3000,31,1,0,0.04960,0.140002,hard
1201,31.4500,110,1,0,0.04948,0.122173,hard
1202,28.0000,119,1,0,0.04935,0.118675,hard
1203,39.5000,114,1,0,0.04923,0.096686,hard
1204,26.7500,30,1,0,0.04911,0.101906,hard
1205,29.0000,41,1,0,0.04898,0.153341,hard
1206,26.1000,39,1,0,0.04886,0.130561,hard
1207,-5.5000,47,0,1,0.04874,0.191516,hard
1208,28.9500,68,1,0,0.04862,0.142024,hard
1209,31.3000,86,1,0,0.04850,0.125174,hard
1210,27.8000,25,1,0,0.04837,0.128322,hard
1211,29.2500,46,1,0,0.04825,0.219142,hard
1212,29.7000,49,1,0,0.04813,0.169287,hard
1213,30.4500,64,1,0,0.04801,0.181990,hard
1214,27.4000,92,1,0,0.04789,0.138007,hard
1215,34.7000,87,1,0,0.04777,0.171513,hard
1216,30.1500,36,1,0,0.04765,0.160395,hard
1217,28.1000,54,1,0,0.04753,0.139576,hard
1218,29.4500,38,1,0,0.04742,0.136591,hard
1219,25.7500,110,1,0,0.04730,0.106631,hard
1220,32.5500,54,1,0,0.04718,0.089289,hard
1221,26.4500,35,1,0,0.04706,0.058839,hard
1222,25.1000,23,1,0,0.04694,0.094058,hard
1223,43.7000,293,1,0,0.04683,0.108624,hard
1224,30.9000,48,1,0,0.04671,0.114096,hard
1225,26.9000,37,1,0,0.04659,0.139789,hard
1226,28.5500,32,1,0,0.04648,0.143450,hard
1227,26.8000,25,1,0,0.04636,0.135219,hard
1228,26.6000,27,1,0,0.04624,0.063577,hard
1229,33.9000,81,1,0,0.04613,0.094384,hard
1230,27.2500,28,1,0,0.04601,0.120445,hard
1231,-1.0500,40,0,1,0.04590,0.178092,hard
1232,31.7000,67,1,0,0.04578,0.120378,hard
1233,30.8000,43,1,0,0.04567,0.122111,hard
1234,33.0500,44,1,0,0.04555,0.212841,hard
1235,28.1500,32,1,0,0.04544,0.098462,hard
1236,31.5000,67,1,0,0.04533,0.137045,hard
1237,29.9500,46,1,0,0.04521,0.087383,hard
1238,31.4000,41,1,0,0.04510,0.130960,hard
1239,26.5000,27,1,0,0.04499,0.078011,hard
1240,28.5500,38,1,0,0.04487,0.098238,hard
1241,33.8000,49,1,0,0.04476,0.130346,hard
1242,26.4000,27,1,0,0.04465,0.121006,hard
1243,30.8500,44,1,0,0.04454,0.115077,hard
1244,27.2000,29,1,0,0.04443,0.111631,hard
1245,31.3500,52,1,0,0.04432,0.093637,hard
1246,29.8000,39,1,0,0.04421,0.115782,hard
1247,25.7000,29,1,0,0.04410,0.090277,hard
1248,31.5000,57,1,0,0.04399,0.084087,hard
1249,-5.4000,21,0,1,0.04388,0.206258,hard
1250,31.4500,74,1,0,0.04377,0.100005,hard
1251,-2.7000,37,0,1,0.04366,0.100335,hard
1252,30.4500,38,1,0,0.04355,0.063783,hard
1253,31.0000,51,1,0,0.04344,0.080920,hard
1254,28.3500,54,1,0,0.04333,0.088327,hard
1255,-4.5500,24,0,1,0.04322,0.120717,hard
1256,27.6000,29,1,0,0.04311,0.105444,hard
1257,35.4500,120,1,0,0.04301,0.100527,hard
1258,27.8000,33,1,0,0.04290,0.092590,hard
1259,27.5000,27,1,0,0.04279,0.078310,hard
1260,29.9000,44,1,0,0.04268,0.119992,hard
1261,32.9500,48,1,0,0.04258,0.089789,hard
1262,27.3000,33,1,0,0.04247,0.102788,hard
1263,33.6000,51,1,0,0.04236,0.088728,hard
1264,32.5000,47,1,0,0.04226,0.063628,hard
1265,27.7500,34,1,0,0.04215,0.084762,hard
1266,27.3000,63,1,0,0.04205,0.103209,hard
1267,28.5000,51,1,0,0.04194,0.068842,hard
1268,29.2500,46,1,0,0.04184,0.101584,hard
1269,2.7500,164,0,1,0.04173,0.103486,hard
1270,26.3500,31,1,0,0.04163,0.109878,hard
1271,29.6000,37,1,0,0.04152,0.083816,hard
1272,26.4000,21,1,0,0.04142,0.100230,hard
1273,26.8000,29,1,0,0.04132,0.089726,hard
1274,30.2500,44,1,0,0.04121,0.094302,hard
1275,34.9000,115,1,0,0.04111,0.124058,hard
1276,27.5000,25,1,0,0.04101,0.077875,hard
1277,34.8500,73,1,0,0.04091,0.109709,hard
1278,28.1500,26,1,0,0.04080,0.097788,hard
1279,-3.5500,24,0,1,0.04070,0.067096,hard
1280,29.7500,40,1,0,0.04060,0.090055,hard
1281,34.2500,108,1,0,0.04050,0.110289,hard
1282,26.0500,20,1,0,0.04040,0.160342,hard
1283,27.1500,34,1,0,0.04030,0.227983,hard
1284,25.6000,21,1,0,0.04019,0.246795,hard
1285,33.8500,128,1,0,0.04009,0.181967,hard
1286,37.2500,106,1,0,0.03999,0.101453,hard
1287,5.9000,69,0,1,0.03989,0.091225,hard
1288,26.4000,37,1,0,0.03979,0.169561,hard
1289,29.6500,81,1,0,0.03969,0.112256,hard
1290,29.8000,35,1,0,0.03960,0.076214,hard
1291,11.8000,303,0,1,0.03950,0.109902,hard
1292,26.5000,31,1,0,0.03940,0.082547,hard
1293,31.8000,67,1,0,0.03930,0.090784,hard
1294,33.6000,74,1,0,0.03920,0.099355,hard
1295,-7.4000,5,0,1,0.03910,0.041659,hard
1296,27.7000,29,1,0,0.03901,0.085731,hard
1297,-5.5000,97,0,1,0.03891,0.091457,hard
1298,26.2500,36,1,0,0.03881,0.126466,hard
1299,26.3000,29,1,0,0.03871,0.085414,hard
1300,28.7500,40,1,0,0.03862,0.137143,hard
1301,32.7000,105,1,0,0.03852,0.235333,hard
1302,30.3500,36,1,0,0.03842,0.259327,hard
1303,31.9000,37,1,0,0.03833,0.155590,hard
1304,30.1000,33,1,0,0.03823,0.124718,hard
1305,31.9000,56,1,0,0.03814,0.176903,hard
1306,28.9500,46,1,0,0.03804,0.108854,hard
1307,28.2500,28,1,0,0.03795,0.117135,hard
1308,25.9000,25,1,0,0.03785,0.141382,hard
1309,27.9500,40,1,0,0.03776,0.132571,hard
1310,25.9000,27,1,0,0.03766,0.093591,hard
1311,27.6000,31,1,0,0.03757,0.097409,hard
1312,28.6500,63,1,0,0.03747,0.143356,hard
1313,26.6000,27,1,0,0.03738,0.154329,hard
1314,27.7000,38,1,0,0.03729,0.209433,hard
1315,31.7000,81,1,0,0.03719,0.167845,hard
1316,26.6000,29,1,0,0.03710,0.194432,hard
1317,32.1000,47,1,0,0.03701,0.083861,hard
1318,-6.2500,17,0,1,0.03692,0.112237,hard
1319,32.5000,73,1,0,0.03682,0.099639,hard
1320,31.1000,47,1,0,0.03673,0.088740,hard
1321,29.7000,53,1,0,0.03664,0.057826,hard
1322,27.1500,81,1,0,0.03655,0.105686,hard
1323,26.6000,29,1,0,0.03646,0.074955,hard
1324,39.8000,336,1,0,0.03637,0.218742,hard
1325,33.5000,109,1,0,0.03627,0.175109,hard
1326,36.7000,131,1,0,0.03618,0.124517,hard
1327,30.3500,54,1,0,0.03609,0.073104,hard
1328,28.1500,28,1,0,0.03600,0.106679,hard
1329,29.9500,127,1,0,0.03591,0.103532,hard
1330,25.4500,24,1,0,0.03582,0.102935,hard
1331,28.6500,30,1,0,0.03573,0.067913,hard
1332,28.3000,33,1,0,0.03564,0.090715,hard
1333,35.0000,57,1,0,0.03556,0.086483,hard
1334,26.3000,23,1,0,0.03547,0.149329,hard
1335,29.9000,31,1,0,0.03538,0.068332,hard
1336,31.1500,46,1,0,0.03529,0.094974,hard
1337,30.8000,65,1,0,0.03520,0.098069,hard
1338,27.0500,30,1,0,0.03511,0.079476,hard
1339,33.8500,52,1,0,0.03503,0.109312,hard
1340,26.7500,22,1,0,0.03494,0.139465,hard
1341,32.6000,49,1,0,0.03485,0.063158,hard
1342,27.7500,34,1,0,0.03476,0.097233,hard
1343,25.7000,19,1,0,0.03468,0.100965,hard
1344,31.0000,35,1,0,0.03459,0.102084,hard
1345,34.1500,148,1,0,0.03450,0.091635,hard
1346,28.2500,34,1,0,0.03442,0.106946,hard
1347,32.2500,56,1,0,0.03433,0.098635,hard
1348,30.6000,33,1,0,0.03424,0.079515,hard
1349,29.3000,43,1,0,0.03416,0.106731,hard
1350,9.4000,307,0,1,0.03407,0.078876,hard
1351,26.8000,31,1,0,0.03399,0.073356,hard
1352,29.1500,49,1,0,0.03390,0.050315,hard
1353,26.9500,42,1,0,0.03382,0.088239,hard
1354,27.9000,39,1,0,0.03373,0.084687,hard
1355,28.5500,28,1,0,0.03365,0.094759,hard
1356,28.3000,29,1,0,0.03357,0.114108,hard
1357,-0.7000,39,0,1,0.03348,0.076196,hard
1358,34.2500,82,1,0,0.03340,0.062931,hard
1359,28.9000,47,1,0,0.03331,0.084404,hard
1360,29.2000,65,1,0,0.03323,0.095175,hard
1361,28.4500,28,1,0,0.03315,0.077581,hard
1362,30.3500,48,1,0,0.03307,0.115776,hard
1363,27.8000,43,1,0,0.03298,0.107232,hard
1364,30.1500,48,1,0,0.03290,0.092618,hard
1365,27.9000,33,1,0,0.03282,0.063275,hard
1366,28.8000,43,1,0,0.03274,0.063415,hard
1367,26.7500,26,1,0,0.03265,0.078456,hard
1368,30.9000,49,1,0,0.03257,0.071415,hard
1369,29.2500,32,1,0,0.03249,0.070316,hard
1370,29.0500,34,1,0,0.03241,0.077480,hard
1371,23.4000,600,0,0,0.03233,0.101389,hard
1372,29.7000,542,1,0,0.03225,0.098974,hard
1373,27.2500,24,1,0,0.03217,0.085647,hard
1374,30.3000,37,1,0,0.03209,0.080496,hard
1375,25.6000,25,1,0,0.03201,0.129730,hard
1376,28.3000,29,1,0,0.03193,0.178801,hard
1377,30.8000,64,1,0,0.03185,0.106149,hard
1378,29.3500,40,1,0,0.03177,0.092307,hard
1379,31.7000,87,1,0,0.03169,0.085460,hard
1380,30.2500,95,1,0,0.03161,0.087486,hard
1381,2.0000,91,0,1,0.03153,0.082330,hard
1382,28.9500,30,1,0,0.03145,0.075342,hard
1383,28.8500,45,1,0,0.03137,0.071628,hard
1384,30.4500,38,1,0,0.03129,0.082272,hard
1385,-2.8500,20,0,1,0.03122,0.058201,hard
1386,26.8500,24,1,0,0.03114,0.090292,hard
1387,32.8000,51,1,0,0.03106,0.069842,hard
1388,28.2500,32,1,0,0.03098,0.119848,hard
1389,32.3000,45,1,0,0.03090,0.115161,hard
1390,-6.5500,294,0,1,0.03083,0.091909,hard
1391,33.1500,65,1,0,0.03075,0.079534,hard
1392,27.9500,34,1,0,0.03067,0.063649,hard
1393,26.5000,33,1,0,0.03060,0.097899,hard
1394,27.4500,28,1,0,0.03052,0.034660,hard
1395,27.5000,25,1,0,0.03044,0.121697,hard
1396,25.9000,29,1,0,0.03037,0.073282,hard
1397,29.7000,41,1,0,0.03029,0.083251,hard
1398,31.0500,36,1,0,0.03022,0.079695,hard
1399,32.1000,47,1,0,0.03014,0.066740,hard
1400,28.4500,36,1,0,0.03007,0.071326,hard
1401,26.0500,28,1,0,0.02999,0.194416,hard
1402,27.8500,42,1,0,0.02992,0.462046,hard
1403,-4.2000,156,0,1,0.02984,0.170738,hard
1404,26.6000,31,1,0,0.02977,0.161453,hard
1405,-2.3000,63,0,1,0.02969,0.091636,hard
1406,30.4000,43,1,0,0.02962,0.077927,hard
1407,30.8500,38,1,0,0.02954,0.106880,hard
1408,-0.8000,97,0,1,0.02947,0.091655,hard
1409,33.0000,62,1,0,0.02940,0.098219,hard
1410,34.0000,98,1,0,0.02932,0.122855,hard
1411,28.2000,37,1,0,0.02925,0.110704,hard
1412,32.9500,84,1,0,0.02918,0.096546,hard
1413,28.1500,39,1,0,0.02910,0.100714,hard
1414,28.1000,37,1,0,0.02903,0.139183,hard
1415,28.5500,40,1,0,0.02896,0.095585,hard
1416,27.7000,31,1,0,0.02889,0.111097,hard
1417,26.4000,32,1,0,0.02881,0.138438,hard
1418,28.5000,31,1,0,0.02874,0.137576,hard
1419,29.3500,36,1,0,0.02867,0.088170,hard
1420,29.8000,37,1,0,0.02860,0.162354,hard
1421,28.1500,36,1,0,0.02853,0.102523,hard
1422,28.9500,46,1,0,0.02845,0.073707,hard
1423,28.4500,34,1,0,0.02838,0.092023,hard
1424,26.6000,38,1,0,0.02831,0.064840,hard
1425,29.3500,32,1,0,0.02824,0.071644,hard
1426,26.0000,23,1,0,0.02817,0.044419,hard
1427,30.1000,37,1,0,0.02810,0.102476,hard
1428,29.5500,36,1,0,0.02803,0.064117,hard
1429,26.6500,28,1,0,0.02796,0.085026,hard
1430,27.9000,48,1,0,0.02789,0.107762,hard
1431,29.3000,115,1,0,0.02782,0.113891,hard
1432,29.2500,48,1,0,0.02775,0.087724,hard
1433,26.4500,32,1,0,0.02768,0.078484,hard
1434,28.0000,35,1,0,0.02761,0.068999,hard
1435,25.7500,22,1,0,0.02754,0.087626,hard
1436,30.3000,51,1,0,0.02747,0.073730,hard
1437,25.6500,24,1,0,0.02741,0.058670,hard
1438,29.9500,46,1,0,0.02734,0.101282,hard
1439,28.3000,39,1,0,0.02727,0.090434,hard
1440,28.3500,34,1,0,0.02720,0.058890,hard
1441,30.9000,35,1,0,0.02713,0.095194,hard
1442,-1.9500,156,0,1,0.02707,0.097033,hard
1443,28.0000,37,1,0,0.02700,0.086261,hard
1444,29.1000,33,1,0,0.02693,0.128040,hard
1445,26.6000,29,1,0,0.02686,0.060548,hard
1446,28.6500,36,1,0,0.02680,0.089332,hard
1447,27.3000,27,1,0,0.02673,0.117999,hard
1448,-8.6500,118,0,1,0.02666,0.119009,hard
1449,31.5000,69,1,0,0.02659,0.092569,hard
1450,27.8000,33,1,0,0.02653,0.066280,hard
1451,29.2000,29,1,0,0.02646,0.038216,hard
1452,29.2000,39,1,0,0.02640,0.060867,hard
1453,28.2500,36,1,0,0.02633,0.071105,hard
1454,31.0000,52,1,0,0.02626,0.055852,hard
1455,31.8000,39,1,0,0.02620,0.053229,hard
1456,-8.2000,97,0,1,0.02613,0.087433,hard
1457,31.4500,48,1,0,0.02607,0.068365,hard
1458,33.1000,57,1,0,0.02600,0.120080,hard
1459,28.0000,31,1,0,0.02594,0.176299,hard
1460,26.4000,29,1,0,0.02587,0.076348,hard
1461,30.8500,50,1,0,0.02581,0.081897,hard
1462,25.2500,114,1,0,0.02574,0.075940,hard
1463,31.4500,54,1,0,0.02568,0.068430,hard
1464,26.5000,27,1,0,0.02561,0.094545,hard
1465,2.7500,179,0,1,0.02555,0.068476,hard
1466,29.4000,37,1,0,0.02549,0.066900,hard
1467,26.4500,26,1,0,0.02542,0.049903,hard
1468,28.3000,37,1,0,0.02536,0.047927,hard
1469,27.8500,40,1,0,0.02530,0.046391,hard
1470,29.8000,31,1,0,0.02523,0.094563,hard
1471,11.5500,428,0,1,0.02517,0.069342,hard
1472,31.0000,37,1,0,0.02511,0.185415,hard
1473,29.3000,67,1,0,0.02504,0.087169,hard
1474,28.8500,34,1,0,0.02498,0.061486,hard
1475,31.0500,80,1,0,0.02492,0.063860,hard
1476,32.6000,47,1,0,0.02486,0.104072,hard
1477,-2.1000,217,0,1,0.02479,0.082918,hard
1478,31.1500,40,1,0,0.02473,0.065448,hard
1479,29.5500,30,1,0,0.02467,0.105169,hard
1480,28.2000,51,1,0,0.02461,0.093036,hard
1481,27.7500,34,1,0,0.02455,0.077452,hard
1482,32.1000,45,1,0,0.02449,0.081739,hard
1483,28.8000,49,1,0,0.02443,0.078204,hard
1484,27.9500,34,1,0,0.02436,0.089442,hard
1485,13.6000,520,1,0,0.02430,0.093208,hard
1486,30.9000,41,1,0,0.02424,0.059033,hard
1487,26.4500,34,1,0,0.02418,0.075172,hard
1488,29.8500,40,1,0,0.02412,0.084164,hard
1489,26.9000,27,1,0,0.02406,0.130472,hard
1490,29.9500,36,1,0,0.02400,0.051410,hard
1491,30.2000,47,1,0,0.02394,0.084241,hard
1492,29.0000,39,1,0,0.02388,0.094710,hard
1493,32.2500,104,1,0,0.02382,0.083964,hard
1494,26.9500,26,1,0,0.02376,0.040614,hard
1495,30.9000,39,1,0,0.02370,0.073686,hard
1496,30.3500,142,1,0,0.02364,0.086641,hard
1497,25.8500,32,1,0,0.02358,0.062946,hard
1498,27.8000,31,1,0,0.02353,0.116386,hard
1499,28.5500,38,1,0,0.02347,0.071967,hard
1500,25.5000,25,1,0,0.02341,0.092102,hard
1501,27.1500,40,1,0,0.02335,0.084124,hard
1502,29.0500,30,1,0,0.02329,0.076305,hard
1503,-0.8500,32,0,1,0.02323,0.079099,hard
1504,28.5500,34,1,0,0.02317,0.070917,hard
1505,31.2500,54,1,0,0.02312,0.090788,hard
1506,26.1500,44,1,0,0.02306,0.069653,hard
1507,37.8000,93,1,0,0.02300,0.091592,hard
1508,30.3500,46,1,0,0.02294,0.067459,hard
1509,27.7500,32,1,0,0.02289,0.064096,hard
1510,28.0000,29,1,0,0.02283,0.087271,hard
1511,29.2500,36,1,0,0.02277,0.078372,hard
1512,28.2000,31,1,0,0.02271,0.049735,hard
1513,27.4500,28,1,0,0.02266,0.028718,hard
1514,28.4500,34,1,0,0.02260,0.048624,hard
1515,28.0000,29,1,0,0.02254,0.076996,hard
1516,28.2500,34,1,0,0.02249,0.042915,hard
1517,31.0000,40,1,0,0.02243,0.097185,hard
1518,35.8500,283,1,0,0.02238,0.063412,hard
1519,30.1500,50,1,0,0.02232,0.061706,hard
1520,26.1500,24,1,0,0.02226,0.064416,hard
1521,36.5500,132,1,0,0.02221,0.076840,hard
1522,28.5000,39,1,0,0.02215,0.041614,hard
1523,33.1500,48,1,0,0.02210,0.061090,hard
1524,29.4000,47,1,0,0.02204,0.056005,hard
1525,25.5000,23,1,0,0.02199,0.043244,hard
1526,33.9000,59,1,0,0.02193,0.211662,hard
1527,32.9000,61,1,0,0.02188,0.084925,hard
1528,30.1000,47,1,0,0.02182,0.056203,hard
1529,28.8500,38,1,0,0.02177,0.076413,hard
1530,25.9500,18,1,0,0.02171,0.067285,hard
1531,31.3500,36,1,0,0.02166,0.049039,hard
1532,27.8000,27,1,0,0.02161,0.037588,hard
1533,26.8000,29,1,0,0.02155,0.070865,hard
1534,27.7000,35,1,0,0.02150,0.061780,hard
1535,31.1500,40,1,0,0.02144,0.063620,hard
1536,30.9500,46,1,0,0.02139,0.063711,hard
1537,34.9500,100,1,0,0.02134,0.070019,hard
1538,-0.8500,38,0,1,0.02128,0.058748,hard
1539,33.0000,73,1,0,0.02123,0.084199,hard
1540,26.5500,30,1,0,0.02118,0.083047,hard
1541,27.0500,48,1,0,0.02112,0.099605,hard
1542,16.7500,368,0,1,0.02107,0.080267,hard
1543,29.2500,30,1,0,0.02102,0.094504,hard
1544,25.6500,24,1,0,0.02097,0.081465,hard
1545,33.8000,113,1,0,0.02091,0.067121,hard
1546,26.4500,32,1,0,0.02086,0.047780,hard
1547,28.0000,27,1,0,0.02081,0.047372,hard
1548,28.5000,31,1,0,0.02076,0.050698,hard
1549,30.4000,41,1,0,0.02071,0.080747,hard
1550,28.1000,43,1,0,0.02065,0.064648,hard
1551,26.2000,600,0,0,0.02060,0.083229,hard
1552,29.9500,42,1,0,0.02055,0.117659,hard
1553,25.9000,29,1,0,0.02050,0.108577,hard
1554,25.8500,30,1,0,0.02045,0.060670,hard
1555,-0.8000,41,0,1,0.02040,0.087989,hard
1556,0.0000,57,0,1,0.02035,0.116852,hard
1557,27.9000,35,1,0,0.02030,0.129175,hard
1558,30.1000,41,1,0,0.02024,0.072373,hard
1559,32.8500,46,1,0,0.02019,0.075756,hard
1560,29.0500,40,1,0,0.02014,0.068635,hard
1561,28.1000,25,1,0,0.02009,0.034547,hard
1562,26.9000,30,1,0,0.02004,0.061268,hard
1563,27.9000,39,1,0,0.02000,0.092261,hard
1564,23.0000,87,1,0,0.02000,0.087102,hard
1565,27.8000,25,1,0,0.02000,0.042759,hard
1566,5.9000,161,0,1,0.02000,0.108578,hard
1567,26.3000,21,1,0,0.02000,0.056431,hard
1568,30.3500,42,1,0,0.02000,0.097926,hard
1569,1.2500,64,0,1,0.02000,0.068732,hard
1570,28.6500,32,1,0,0.02000,0.080799,hard
1571,27.3500,34,1,0,0.02000,0.077658,hard
1572,28.4500,38,1,0,0.02000,0.087426,hard
1573,-6.0000,315,0,1,0.02000,0.054824,hard
